epoch,step,test_accuracy,test_accuracy_hetero,test_accuracy_homo,test_contact_accuracy,test_contact_loss,test_contact_metrics_time_s,test_contact_precision,test_contact_recall,test_interaction_loss,test_loss,train_accuracy,train_contact_accuracy,train_contact_loss,train_contact_metrics_time_s,train_contact_precision,train_contact_recall,train_interaction_loss,train_loss,val_accuracy,val_contact_accuracy,val_contact_loss,val_contact_metrics_time_s,val_contact_precision,val_contact_recall,val_interaction_loss,val_loss
0,4047,,,,,,,,,,,,,,,,,,,0.5367047190666199,0.2355211228132248,8.264073371887207,0.0009994126157835126,0.0018981382017955184,0.7410272359848022,0.6618391275405884,4.6742072105407715
0,4047,,,,,,,,,,,0.6133275628089905,0.10700325667858124,11.608443260192871,0.0014844427350908518,0.0018407157622277737,0.8681209087371826,0.6232953667640686,6.11770486831665,,,,,,,,
1,8095,,,,,,,,,,,,,,,,,,,0.5008156895637512,0.013640501536428928,8.249204635620117,0.0008720316109247506,0.0018021507421508431,0.977463960647583,0.690752387046814,4.716719150543213
1,8095,,,,,,,,,,,0.6473258137702942,0.08504872024059296,11.663053512573242,0.001475048833526671,0.001934679108671844,0.9076155424118042,0.5472077131271362,6.107168674468994,,,,,,,,
2,12143,,,,,,,,,,,,,,,,,,,0.5,0.003896799637004733,8.237290382385254,0.001080580404959619,0.001800441648811102,0.9861856698989868,0.7239725589752197,4.7571306228637695
2,12143,,,,,,,,,,,0.6633213758468628,0.11471933871507645,11.71025276184082,0.001519548473879695,0.0019258223474025726,0.8833407759666443,0.5187332034111023,6.116272449493408,,,,,,,,
3,16191,,,,,,,,,,,,,,,,,,,0.514681875705719,0.059131838381290436,8.247050285339355,0.001114214537665248,0.001774161122739315,0.9217690825462341,0.7137813568115234,4.750893592834473
3,16191,,,,,,,,,,,0.668725311756134,0.13916166126728058,11.477866172790527,0.0015637066680938005,0.0019472709391266108,0.865032434463501,0.5038217902183533,5.992471218109131,,,,,,,,
4,20239,,,,,,,,,,,,,,,,,,,0.5269168019294739,0.20269933342933655,8.248307228088379,0.0010135587071999907,0.0017716812435537577,0.7693816423416138,0.719906210899353,4.7583160400390625
4,20239,,,,,,,,,,,0.6752408742904663,0.18665075302124023,11.591561317443848,0.001550636487081647,0.0019305592868477106,0.8228288888931274,0.49315160512924194,6.043865203857422,,,,,,,,
5,24287,,,,,,,,,,,,,,,,,,,0.5407830476760864,0.28235164284706116,8.253681182861328,0.0011044226121157408,0.0018726838752627373,0.6905185580253601,0.6768829226493835,4.701990604400635
5,24287,,,,,,,,,,,0.6824666261672974,0.2339332103729248,11.680727005004883,0.0015416947426274419,0.002019038889557123,0.7900646924972534,0.4842549264431,6.0833330154418945,,,,,,,,
6,28335,,,,,,,,,,,,,,,,,,,0.5212071537971497,0.26567399501800537,8.24542236328125,0.0009888717904686928,0.0019254859071224928,0.7464610934257507,0.6978694796562195,4.734488487243652
6,28335,,,,,,,,,,,0.6933671236038208,0.28533896803855896,11.329970359802246,0.0015629029367119074,0.002099887002259493,0.7586492300033569,0.4762272536754608,5.905159950256348,,,,,,,,
7,32383,,,,,,,,,,,,,,,,,,,0.524469792842865,0.07545512914657593,8.24158000946045,0.000947972119320184,0.001813327195122838,0.9180346131324768,0.7213731408119202,4.759986877441406
7,32383,,,,,,,,,,,0.6910202503204346,0.2811335325241089,11.749939918518066,0.0015454996610060334,0.0020849956199526787,0.7653440833091736,0.47022300958633423,6.1111578941345215,,,,,,,,
8,36431,,,,,,,,,,,,,,,,,,,0.631321370601654,0.5076693296432495,8.264059066772461,0.001089738099835813,0.001947634620591998,0.4729214310646057,0.6539945602416992,4.682337760925293
8,36431,,,,,,,,,,,0.6947566866874695,0.2962386906147003,11.716219902038574,0.0015634261071681976,0.0021668055560439825,0.7554852366447449,0.46542152762413025,6.092525959014893,,,,,,,,
9,40479,,,,,,,,,,,,,,,,,,,0.5285481214523315,0.21082375943660736,8.245060920715332,0.0009871225338429213,0.0019092918373644352,0.8014031648635864,0.7239226698875427,4.766661167144775
9,40479,,,,,,,,,,,0.7046380639076233,0.32270070910453796,11.55083179473877,0.0015541351167485118,0.0021259449422359467,0.73615962266922,0.45672607421875,6.005538463592529,,,,,,,,
10,40480,0.556291401386261,0.4804270565509796,0.6012658476829529,0.5763864517211914,5.7550249099731445,0.0008941517444327474,0.0018583731725811958,0.42894360423088074,0.645696759223938,3.384899616241455,,,,,,,,,,,,,,,,
