epoch,step,test_accuracy,test_accuracy_hetero,test_accuracy_homo,test_contact_accuracy,test_contact_loss,test_contact_precision,test_contact_recall,test_interaction_loss,test_loss,train_accuracy,train_contact_accuracy,train_contact_loss,train_contact_precision,train_contact_recall,train_interaction_loss,train_loss,val_accuracy,val_contact_accuracy,val_contact_loss,val_contact_precision,val_contact_recall,val_interaction_loss,val_loss
5,25679,,,,,,,,,,0.5858644843101501,0.5656466484069824,1.7537904977798462,0.0018399263499304652,0.4242059886455536,0.5646266341209412,0.62416672706604,,,,,,,
6,29959,,,,,,,,,,,,,,,,,0.5,0.09779152274131775,1.3515870571136475,0.0018093904945999384,0.8840590715408325,4.070657730102539,3.9348089694976807
6,29959,,,,,,,,,,0.6122371554374695,0.5805769562721252,1.697706937789917,0.0018040314316749573,0.4082823693752289,0.5515502095222473,0.6089656352996826,,,,,,,
7,34239,,,,,,,,,,,,,,,,,0.5,0.1587027609348297,1.040669322013855,0.0016085071256384254,0.7519158124923706,3.579211950302124,3.452500581741333
7,34239,,,,,,,,,,0.639631986618042,0.5928286910057068,1.654298186302185,0.0018528072396293283,0.39636123180389404,0.5377663373947144,0.5936585664749146,,,,,,,
8,38519,,,,,,,,,,,,,,,,,0.5,0.18284986913204193,1.1236939430236816,0.0018170804250985384,0.7905941009521484,3.5777597427368164,3.4552950859069824
8,38519,,,,,,,,,,0.66147780418396,0.6019425392150879,1.6425690650939941,0.0018262665253132582,0.3883523941040039,0.5243173837661743,0.5803030133247375,,,,,,,
9,42799,,,,,,,,,,,,,,,,,0.5,0.14710411429405212,1.2450110912322998,0.0017505325376987457,0.806617796421051,3.628129720687866,3.5093212127685547
9,42799,,,,,,,,,,0.6923773288726807,0.6159763932228088,1.6017106771469116,0.0018270857399329543,0.37418749928474426,0.5133636593818665,0.5678688883781433,,,,,,,
10,47079,,,,,,,,,,,,,,,,,0.5,0.11203929036855698,1.592198133468628,0.0017009777948260307,0.8278458714485168,3.8421154022216797,3.7299141883850098
10,47079,,,,,,,,,,0.7141647338867188,0.6223623156547546,1.5845983028411865,0.0018349970923736691,0.36814630031585693,0.4989999234676361,0.5533392429351807,,,,,,,
11,51359,,,,,,,,,,,,,,,,,0.5,0.13915669918060303,1.3950804471969604,0.0016602715477347374,0.7882794737815857,3.5754945278167725,3.466874122619629
11,51359,,,,,,,,,,0.7269275784492493,0.6246442794799805,1.6002267599105835,0.0018353115301579237,0.367282897233963,0.4898163676261902,0.5454208850860596,,,,,,,
12,55639,,,,,,,,,,,,,,,,,0.5,0.15330733358860016,1.2161704301834106,0.001648615812882781,0.7689031958580017,3.5218186378479004,3.406928777694702
12,55639,,,,,,,,,,0.7441880702972412,0.631984531879425,1.5806748867034912,0.001866640872322023,0.358897864818573,0.48188316822052,0.5369136929512024,,,,,,,
13,59919,,,,,,,,,,,,,,,,,0.5,0.20426784455776215,1.0432127714157104,0.0016483250074088573,0.7158641815185547,3.2499663829803467,3.1401731967926025
13,59919,,,,,,,,,,0.7479556202888489,0.6365842223167419,1.5630433559417725,0.0018312170868739486,0.3538092076778412,0.47872307896614075,0.5330016016960144,,,,,,,
14,64199,,,,,,,,,,,,,,,,,0.4994179308414459,0.17834390699863434,1.2027208805084229,0.0016575960908085108,0.7446173429489136,3.4126639366149902,3.3025898933410645
14,64199,,,,,,,,,,0.7666764259338379,0.64217609167099,1.5467599630355835,0.0018351576291024685,0.348232239484787,0.4702357053756714,0.524108350276947,,,,,,,
15,68479,,,,,,,,,,,,,,,,,0.4994179308414459,0.18730305135250092,1.2639738321304321,0.0016802878817543387,0.7462975978851318,3.33976674079895,3.236736536026001
15,68479,,,,,,,,,,0.7780957818031311,0.6502257585525513,1.5301473140716553,0.0018303625984117389,0.3425106406211853,0.4584548771381378,0.5121151208877563,,,,,,,
16,72759,,,,,,,,,,,,,,,,,0.4994179308414459,0.27980002760887146,0.950892984867096,0.0016535455361008644,0.6468551754951477,2.9034104347229004,2.806736946105957
16,72759,,,,,,,,,,0.791150689125061,0.6560378670692444,1.5090575218200684,0.0018653643783181906,0.33682572841644287,0.4506257474422455,0.5036258101463318,,,,,,,
17,77039,,,,,,,,,,,,,,,,,0.4994179308414459,0.27438148856163025,1.0425201654434204,0.0015746651915833354,0.633389413356781,2.8127825260162354,2.7253432273864746
17,77039,,,,,,,,,,0.8021320104598999,0.6582692265510559,1.5113414525985718,0.0018726062262430787,0.33670446276664734,0.4422587752342224,0.49575504660606384,,,,,,,
18,81319,,,,,,,,,,,,,,,,,0.4994179308414459,0.26061177253723145,1.1921764612197876,0.0015242872759699821,0.6329035758972168,2.9180593490600586,2.8332302570343018
18,81319,,,,,,,,,,0.8043516278266907,0.6615837216377258,1.5183700323104858,0.0018748620059341192,0.33459022641181946,0.43811067938804626,0.49217739701271057,,,,,,,
19,85599,,,,,,,,,,,,,,,,,0.4994179308414459,0.2048277109861374,1.4214613437652588,0.0016703603323549032,0.7328864336013794,3.225382089614868,3.1362085342407227
19,85599,,,,,,,,,,0.8099591135978699,0.6630187034606934,1.5099904537200928,0.001857163617387414,0.33135321736335754,0.43189507722854614,0.4858601987361908,,,,,,,
20,89879,,,,,,,,,,,,,,,,,0.49883586168289185,0.3230917751789093,0.9052767753601074,0.0016099227359518409,0.6005750298500061,2.6321632862091064,2.547316312789917
20,89879,,,,,,,,,,0.8158002495765686,0.6696891784667969,1.4895423650741577,0.0018635274609550834,0.32694798707962036,0.42650625109672546,0.4797216057777405,,,,,,,
21,94159,,,,,,,,,,,,,,,,,0.49883586168289185,0.2058737725019455,1.3993494510650635,0.0016460700426250696,0.7221752405166626,3.132662773132324,3.0476250648498535
21,94159,,,,,,,,,,0.8191880583763123,0.6695267558097839,1.499032735824585,0.0018981092143803835,0.32622984051704407,0.4233400225639343,0.47720867395401,,,,,,,
22,98439,,,,,,,,,,,,,,,,,0.5005820989608765,0.2381429374217987,1.347792148590088,0.0016092017758637667,0.6850894689559937,3.0226705074310303,2.9406352043151855
22,98439,,,,,,,,,,0.8259637951850891,0.6726032495498657,1.4944584369659424,0.0018448623595759273,0.32421058416366577,0.4184163510799408,0.4722638726234436,,,,,,,
23,102719,,,,,,,,,,,,,,,,,0.4959254860877991,0.21724063158035278,1.5121628046035767,0.0016594200860708952,0.7181439399719238,3.1201250553131104,3.041959047317505
23,102719,,,,,,,,,,0.8320677280426025,0.6757004261016846,1.4936522245407104,0.0018799054669216275,0.32436054944992065,0.4096810519695282,0.4639158844947815,,,,,,,
24,106999,,,,,,,,,,,,,,,,,0.49883586168289185,0.24381443858146667,1.260758638381958,0.0016409120289608836,0.6831789612770081,2.9334542751312256,2.8515679836273193
24,106999,,,,,,,,,,0.835426390171051,0.6789931654930115,1.484847903251648,0.0018859984120354056,0.3198913037776947,0.4044272303581238,0.4585113227367401,,,,,,,
25,111279,,,,,,,,,,,,,,,,,0.4959254860877991,0.39306405186653137,0.7672391533851624,0.0016465068329125643,0.5477557182312012,2.479830026626587,2.395850896835327
25,111279,,,,,,,,,,0.8382885456085205,0.6794222593307495,1.47860586643219,0.001885386649519205,0.3194306790828705,0.39968186616897583,0.45369189977645874,,,,,,,
26,115559,,,,,,,,,,,,,,,,,0.4976717233657837,0.26600852608680725,1.2755980491638184,0.0016762810992076993,0.6736103296279907,2.9169371128082275,2.8369603157043457
26,115559,,,,,,,,,,0.8389894962310791,0.6815202236175537,1.4840754270553589,0.0018652415601536632,0.3179852366447449,0.39818283915519714,0.4525114893913269,,,,,,,
27,119839,,,,,,,,,,,,,,,,,0.4959254860877991,0.31004995107650757,1.1280547380447388,0.001635548658668995,0.6220085024833679,2.7089853286743164,2.632474899291992
27,119839,,,,,,,,,,0.8445677757263184,0.6842746138572693,1.4825868606567383,0.0019052022835239768,0.31597501039505005,0.39162349700927734,0.44624993205070496,,,,,,,
28,124119,,,,,,,,,,,,,,,,,0.49417927861213684,0.2316514402627945,1.4299486875534058,0.0016076181782409549,0.6870598196983337,3.0040225982666016,2.928025484085083
28,124119,,,,,,,,,,0.8492114543914795,0.6856062412261963,1.481943130493164,0.0019235116196796298,0.3140709698200226,0.38723671436309814,0.4420323669910431,,,,,,,
29,128399,,,,,,,,,,,,,,,,,0.49359720945358276,0.27464526891708374,1.322939157485962,0.0016355036059394479,0.6558829545974731,2.8772287368774414,2.802231550216675
29,128399,,,,,,,,,,0.8517231345176697,0.6859338283538818,1.4784904718399048,0.001899373484775424,0.3147604465484619,0.38628992438316345,0.44095930457115173,,,,,,,
30,128400,0.4927293062210083,0.48932385444641113,0.49429038166999817,0.4749942719936371,0.7728661298751831,0.001634022919461131,0.5194926261901855,2.414189577102661,2.334716796875,,,,,,,,,,,,,,
