epoch,step,test_accuracy,test_accuracy_hetero,test_accuracy_homo,test_contact_accuracy,test_contact_loss,test_contact_metrics_time_s,test_contact_precision,test_contact_recall,test_interaction_loss,test_loss,train_accuracy,train_contact_accuracy,train_contact_loss,train_contact_metrics_time_s,train_contact_precision,train_contact_recall,train_interaction_loss,train_loss,val_accuracy,val_contact_accuracy,val_contact_loss,val_contact_metrics_time_s,val_contact_precision,val_contact_recall,val_interaction_loss,val_loss
0,4047,,,,,,,,,,,,,,,,,,,0.598694920539856,0.996576189994812,0.15252500772476196,0.0017806048272177577,0.007022038102149963,0.002836650237441063,0.6535571217536926,0.6410200595855713
0,4047,,,,,,,,,,,0.7106595635414124,0.9253917336463928,0.3268831968307495,0.0012380797415971756,0.002396423602476716,0.07125309854745865,0.5405722856521606,0.5299879908561707,,,,,,,,
1,8095,,,,,,,,,,,,,,,,,,,0.6329526901245117,0.9952841401100159,0.11541850119829178,0.0010200856486335397,0.003494881559163332,0.004973169416189194,0.6446588635444641,0.630107581615448
1,8095,,,,,,,,,,,0.7567317485809326,0.9732322096824646,0.20965267717838287,0.0021285125985741615,0.003233118448406458,0.03729517385363579,0.47031471133232117,0.4573892652988434,,,,,,,,
2,12143,,,,,,,,,,,,,,,,,,,0.626427412033081,0.9961445927619934,0.08397993445396423,0.0009783233981579542,0.003363241208717227,0.0033460550475865602,0.6340733170509338,0.6177590489387512
2,12143,,,,,,,,,,,0.7773591876029968,0.9815444946289062,0.15731070935726166,0.0011828701244667172,0.0034662489779293537,0.02605188451707363,0.4403637647628784,0.4263246953487396,,,,,,,,
3,16191,,,,,,,,,,,,,,,,,,,0.598694920539856,0.9975143074989319,0.05373735353350639,0.001035470748320222,0.014005099423229694,0.0023082937113940716,0.7019088864326477,0.67781001329422
3,16191,,,,,,,,,,,0.7933547496795654,0.9858680367469788,0.12712235748767853,0.0012882818700745702,0.00416614580899477,0.020789939910173416,0.41690710186958313,0.40251976251602173,,,,,,,,
4,20239,,,,,,,,,,,,,,,,,,,0.6117455363273621,0.9967080354690552,0.053408119827508926,0.00097671989351511,0.006869475357234478,0.005760258063673973,0.6660166382789612,0.6454534530639648
4,20239,,,,,,,,,,,0.80638587474823,0.9876455068588257,0.10982316732406616,0.0013304940657690167,0.003668287070468068,0.019442493095993996,0.399737685918808,0.3853185772895813,,,,,,,,
5,24287,,,,,,,,,,,,,,,,,,,0.6141924858093262,0.9971428513526917,0.04562225937843323,0.000923658546525985,0.006246246863156557,0.0029393797740340233,0.6769189238548279,0.6541522741317749
5,24287,,,,,,,,,,,0.8168231248855591,0.98757404088974,0.09842069447040558,0.0012845360906794667,0.004158066585659981,0.020632697269320488,0.3839114308357239,0.3696819245815277,,,,,,,,
6,28335,,,,,,,,,,,,,,,,,,,0.5978792905807495,0.9972876906394958,0.04104134067893028,0.0009287621942348778,0.004894304554909468,0.002152465283870697,0.7013192176818848,0.6767157316207886
6,28335,,,,,,,,,,,0.8276926875114441,0.9882250428199768,0.09052728861570358,0.0012578923488035798,0.004528114106506109,0.02045983448624611,0.3674168884754181,0.35366329550743103,,,,,,,,
7,32383,,,,,,,,,,,,,,,,,,,0.5946166515350342,0.9975690245628357,0.033721912652254105,0.0014638422289863229,0.005875441711395979,0.0019272677600383759,0.7515599727630615,0.7239446043968201
7,32383,,,,,,,,,,,0.8323554992675781,0.98915696144104,0.08283863961696625,0.0013150289887562394,0.0047347513027489185,0.019013244658708572,0.3567705750465393,0.3431166112422943,,,,,,,,
8,36431,,,,,,,,,,,,,,,,,,,0.58890700340271,0.9974426627159119,0.03012695163488388,0.0009177591418847442,0.010361283086240292,0.0025008234661072493,0.769547700881958,0.7401703596115112
8,36431,,,,,,,,,,,0.8426692485809326,0.9899376034736633,0.07647828757762909,0.0012694915058091283,0.004568916279822588,0.01757841184735298,0.3434458374977112,0.3301689922809601,,,,,,,,
9,40479,,,,,,,,,,,,,,,,,,,0.5905383229255676,0.9973069429397583,0.028172995895147324,0.0009008906199596822,0.007881506346166134,0.0030410359613597393,0.7901153564453125,0.7599274516105652
9,40479,,,,,,,,,,,0.8441514372825623,0.9902068972587585,0.07286090403795242,0.0011813357705250382,0.004534902051091194,0.017441507428884506,0.33738943934440613,0.32423561811447144,,,,,,,,
10,40480,0.5860927104949951,0.48576512932777405,0.6455696225166321,0.9964832663536072,0.0816546380519867,0.0008827102719806135,0.0018771926406770945,0.005133538041263819,0.6698336601257324,0.6501323580741882,,,,,,,,,,,,,,,,
