epoch,step,test_accuracy,test_accuracy_hetero,test_accuracy_homo,test_contact_accuracy,test_contact_loss,test_contact_precision,test_contact_recall,test_interaction_loss,test_loss,train_accuracy,train_contact_accuracy,train_contact_loss,train_contact_precision,train_contact_recall,train_interaction_loss,train_loss,val_accuracy,val_contact_accuracy,val_contact_loss,val_contact_precision,val_contact_recall,val_interaction_loss,val_loss
0,2448,,,,,,,,,,,,,,,,,0.5,0.9957337379455566,0.16664226353168488,0.0014170538634061813,0.0020352278370410204,4.7860894203186035,2.476404905319214
0,2448,,,,,,,,,,0.5058715343475342,0.5409745573997498,0.8656491041183472,0.0018768166191875935,0.4571133553981781,1.113827109336853,0.990121603012085,,,,,,,
1,4897,,,,,,,,,,,,,,,,,0.5,0.9979973435401917,0.10290549695491791,0.0,0.0,4.782484531402588,2.442744255065918
1,4897,,,,,,,,,,0.5097008347511292,0.5410313606262207,0.8624423742294312,0.0018961919704452157,0.45681166648864746,0.8631301522254944,0.8633047938346863,,,,,,,
2,7346,,,,,,,,,,,,,,,,,0.5,0.9960422515869141,0.12479542195796967,0.0017410089494660497,0.002556630875915289,4.742038249969482,2.4335134029388428
2,7346,,,,,,,,,,0.5140916705131531,0.5425801277160645,0.8616487979888916,0.0018938262946903706,0.45543044805526733,0.8119333386421204,0.837046205997467,,,,,,,
3,9795,,,,,,,,,,,,,,,,,0.5,0.9952219128608704,0.12846055626869202,0.0014363721711561084,0.0030599660240113735,4.735627174377441,2.432122230529785
3,9795,,,,,,,,,,0.5174614787101746,0.5428000688552856,0.8623826503753662,0.0018867318285629153,0.4538607895374298,0.7832044959068298,0.82326340675354,,,,,,,
4,12244,,,,,,,,,,,,,,,,,0.5,0.9979974627494812,0.09558001905679703,0.0,0.0,4.7665324211120605,2.4311277866363525
4,12244,,,,,,,,,,0.5214439034461975,0.543771505355835,0.8637198209762573,0.001906144549138844,0.45412692427635193,0.7714274525642395,0.8179980516433716,,,,,,,
5,14693,,,,,,,,,,,,,,,,,0.5,0.9979565143585205,0.09498289227485657,0.0,0.0,4.744725227355957,2.419936418533325
5,14693,,,,,,,,,,0.5210865139961243,0.5451170802116394,0.8626878261566162,0.0018559868913143873,0.45193806290626526,0.7625853419303894,0.8130180835723877,,,,,,,
6,17142,,,,,,,,,,,,,,,,,0.5,0.9979952573776245,0.09613538533449173,0.014492753893136978,1.5143942619033623e-05,4.763415336608887,2.4298295974731445
6,17142,,,,,,,,,,0.5231287479400635,0.545129656791687,0.8596947193145752,0.001895110821351409,0.4533791244029999,0.7602613568305969,0.8105066418647766,,,,,,,
7,19591,,,,,,,,,,,,,,,,,0.5,0.9968502521514893,0.11105851083993912,0.002028272021561861,0.001347838551737368,4.709582805633545,2.410405397415161
7,19591,,,,,,,,,,0.5236393213272095,0.5461403131484985,0.8587626218795776,0.0018731089076027274,0.4518517255783081,0.7558463215827942,0.8078442811965942,,,,,,,
8,22040,,,,,,,,,,,,,,,,,0.5,0.9972009062767029,0.1130843460559845,0.0013019803445786238,0.0006623035878874362,4.712831974029541,2.413038730621338
8,22040,,,,,,,,,,0.5259879231452942,0.5465905070304871,0.8588109612464905,0.001864168792963028,0.4489445090293884,0.7525299191474915,0.8060611486434937,,,,,,,
9,24489,,,,,,,,,,,,,,,,,0.5,0.9979537725448608,0.0863524079322815,0.0,0.0,4.723114490509033,2.4047985076904297
9,24489,,,,,,,,,,0.5220565795898438,0.5467783212661743,0.858493447303772,0.0018645793898031116,0.4501320719718933,0.7503063678741455,0.8047587275505066,,,,,,,
10,24490,0.5,0.5,0.5,0.9980828166007996,0.08883929252624512,0.012249226681888103,0.0006516693392768502,4.703576564788818,2.3963048458099365,,,,,,,,,,,,,,
