epoch,step,test_accuracy,test_accuracy_hetero,test_accuracy_homo,test_contact_accuracy,test_contact_loss,test_contact_metrics_time_s,test_contact_precision,test_contact_recall,test_interaction_loss,test_loss,train_accuracy,train_contact_accuracy,train_contact_loss,train_contact_metrics_time_s,train_contact_precision,train_contact_recall,train_interaction_loss,train_loss,val_accuracy,val_contact_accuracy,val_contact_loss,val_contact_metrics_time_s,val_contact_precision,val_contact_recall,val_interaction_loss,val_loss
0,4047,,,,,,,,,,,,,,,,,,,0.6239804029464722,0.9003992676734924,8.310529708862305,0.0008637555874884129,0.001976100029423833,0.0897369533777237,0.6460031270980835,1.046423077583313
0,4047,,,,,,,,,,,0.7154767513275146,0.7867891788482666,11.834074020385742,0.0014495806535705924,0.002498607151210308,0.21352846920490265,0.5313372611999512,1.096574306488037,,,,,,,,
1,8095,,,,,,,,,,,,,,,,,,,0.6451876163482666,0.9625729918479919,8.338316917419434,0.0008761732606217265,0.0019671223126351833,0.036269355565309525,0.6227666139602661,1.0234827995300293
1,8095,,,,,,,,,,,0.7602828741073608,0.8687771558761597,11.952096939086914,0.0014802118530496955,0.003104683943092823,0.16546426713466644,0.4656837582588196,1.0401172637939453,,,,,,,,
2,12143,,,,,,,,,,,,,,,,,,,0.6517128944396973,0.9685651063919067,8.344021797180176,0.0009672468295320868,0.001766300410963595,0.03701697289943695,0.6247177720069885,1.0264440774917603
2,12143,,,,,,,,,,,0.7791193127632141,0.9014546275138855,12.029060363769531,0.001401989022269845,0.0034235555212944746,0.13619226217269897,0.43402528762817383,1.0138851404190063,,,,,,,,
3,16191,,,,,,,,,,,,,,,,,,,0.6370310187339783,0.9877306222915649,8.366973876953125,0.0009953465778380632,0.0028810047078877687,0.01795358583331108,0.6420754194259644,1.0407143831253052
3,16191,,,,,,,,,,,0.7949296236038208,0.9276255965232849,11.822650909423828,0.0015015968820080161,0.0038714632391929626,0.11358921229839325,0.4133022725582123,0.983862578868866,,,,,,,,
4,20239,,,,,,,,,,,,,,,,,,,0.6288743615150452,0.9887948036193848,8.383936882019043,0.0008196095586754382,0.003484270768240094,0.022380026057362556,0.6640576124191284,1.0630186796188354
4,20239,,,,,,,,,,,0.8100913763046265,0.939060389995575,11.957106590270996,0.0014405776746571064,0.003601150121539831,0.10100369900465012,0.39327770471572876,0.9715389013290405,,,,,,,,
5,24287,,,,,,,,,,,,,,,,,,,0.631321370601654,0.9920845627784729,8.387847900390625,0.0010147223947569728,0.005615565925836563,0.01318050641566515,0.665931224822998,1.0640450716018677
5,24287,,,,,,,,,,,0.8183053135871887,0.9506503343582153,12.070347785949707,0.0014569009654223919,0.004177500493824482,0.08705489337444305,0.37761837244033813,0.9622970819473267,,,,,,,,
6,28335,,,,,,,,,,,,,,,,,,,0.6378466486930847,0.9922431111335754,8.39226245880127,0.0008998394478112459,0.004032225348055363,0.012104550376534462,0.6527426838874817,1.0521492958068848
6,28335,,,,,,,,,,,0.8287425637245178,0.9574384689331055,11.736462593078613,0.0014831481967121363,0.004343003500252962,0.0758432075381279,0.3643471896648407,0.9330501556396484,,,,,,,,
7,32383,,,,,,,,,,,,,,,,,,,0.6182708144187927,0.9952922463417053,8.40108871459961,0.0008965870947577059,0.007295623421669006,0.00782316830009222,0.6821117401123047,1.0784703493118286
7,32383,,,,,,,,,,,0.8336215615272522,0.9600498080253601,12.169876098632812,0.0014616631669923663,0.004846677184104919,0.0741228386759758,0.353662371635437,0.9445142149925232,,,,,,,,
8,36431,,,,,,,,,,,,,,,,,,,0.6166394948959351,0.9960300326347351,8.41447925567627,0.0009666533442214131,0.008229538798332214,0.006050500553101301,0.7323934435844421,1.1261515617370605
8,36431,,,,,,,,,,,0.8404150009155273,0.9635544419288635,12.147965431213379,0.0015542851760983467,0.004719315562397242,0.069987952709198,0.34284868836402893,0.933186411857605,,,,,,,,
9,40479,,,,,,,,,,,,,,,,,,,0.6231647729873657,0.9952235221862793,8.415609359741211,0.0010152077302336693,0.007804745342582464,0.008025411516427994,0.7148349285125732,1.1092604398727417
9,40479,,,,,,,,,,,0.8450469374656677,0.9646627306938171,11.991125106811523,0.0016014380380511284,0.004612613935023546,0.0700979232788086,0.3343982398509979,0.9173102378845215,,,,,,,,
10,40480,0.6258277893066406,0.4964412748813629,0.702531635761261,0.96627277135849,5.847199440002441,0.0009836441604420543,0.0017292345874011517,0.04810275882482529,0.6386178135871887,0.9111917614936829,,,,,,,,,,,,,,,,
